"Technology","Age","CustomerSince","SupportCallsLastYear","AverageBill","ChurnIndicator"
"landline",39,2015-08-24 22:27:16,0,71,0.0
"landline",52,2015-06-16 22:27:16,0,87,0.0
"fiber",10,2012-02-08 23:27:16,1,29,0.067
"phone",43,2013-07-27 22:27:16,1,58,0.01
"fiber",78,2011-08-29 22:27:16,0,88,0.012
"fiber",29,2013-07-16 22:27:16,2,64,0.029
"4G",1,2011-11-04 23:27:16,1,72,0.022
"fiber",38,2011-11-28 23:27:16,1,72,0.028
"landline",57,2012-03-05 23:27:16,1,47,0.01
"phone",29,2011-05-31 22:27:16,1,48,0.024
"phone",40,2011-06-26 22:27:16,0,14,0.04
"phone",56,2014-05-25 22:27:16,4,109,0.009
"4G",11,2011-06-19 22:27:16,1,29,0.059
"4G",25,2012-08-31 22:27:16,1,76,0.016
"phone",34,2012-09-10 22:27:16,6,82,0.035
"phone",23,2014-01-08 23:27:16,0,28,0.009
"fiber",71,2014-05-24 22:27:16,0,107,0.004
"4G",28,2014-11-14 23:27:16,0,58,0.004
"phone",49,2015-03-27 23:27:16,4,64,0.007
"4G",61,2013-03-17 23:27:16,1,67,0.016
"phone",48,2013-03-22 23:27:16,1,72,0.01
"phone",62,2014-05-26 22:27:16,8,61,0.029
"4G",57,2015-06-08 22:27:16,8,27,0.033
"4G",57,2014-06-22 22:27:16,0,108,0.003
"phone",5,2010-08-18 22:27:16,0,43,0.016
"phone",39,2011-08-15 22:27:16,0,109,0.005
"landline",53,2011-06-30 22:27:16,2,44,0.019
"phone",27,2015-09-05 22:27:16,4,77,0.002
"fiber",64,2011-05-31 22:27:16,3,14,0.327
"4G",28,2015-01-12 23:27:16,6,37,0.033
"4G",29,2014-07-17 22:27:16,0,85,0.003
"landline",29,2013-03-23 23:27:16,0,22,0.008
"phone",25,2013-12-29 23:27:16,0,53,0.005
"landline",63,2015-07-01 22:27:16,1,85,0.001
"landline",1,2011-04-08 22:27:16,0,54,0.005
"fiber",65,2012-08-31 22:27:16,0,91,0.009
"4G",39,2012-07-24 22:27:16,1,106,0.012
"phone",22,2012-06-28 22:27:16,1,104,0.008
"4G",55,2011-01-29 23:27:16,2,13,0.213
"fiber",2,2011-03-06 23:27:16,4,74,0.081
"4G",18,2012-05-14 22:27:16,0,26,0.026
"landline",2,2013-06-18 22:27:16,1,45,0.007
"phone",46,2015-11-20 23:27:16,1,99,0.0
"4G",62,2012-09-08 22:27:16,0,63,0.01
"fiber",23,2013-05-21 22:27:16,0,14,0.046
"phone",61,2013-04-28 22:27:16,0,60,0.006
"4G",20,2011-05-25 22:27:16,4,41,0.105
"4G",46,2013-05-14 22:27:16,0,47,0.01
"phone",78,2012-09-24 22:27:16,9,67,0.061
"phone",63,2012-04-04 22:27:16,0,110,0.004
"4G",73,2014-02-17 23:27:16,1,42,0.016
"phone",20,2014-01-24 23:27:16,1,85,0.006
"phone",33,2013-09-11 22:27:16,0,57,0.005
"phone",57,2011-02-01 23:27:16,8,48,0.115
"phone",20,2012-10-17 22:27:16,0,82,0.005
"phone",58,2012-05-21 22:27:16,1,101,0.009
"landline",50,2010-08-23 22:27:16,0,81,0.004
"phone",16,2012-03-19 23:27:16,1,57,0.017
"fiber",48,2014-03-08 23:27:16,4,58,0.038
"landline",76,2014-08-03 22:27:16,8,21,0.037
"landline",7,2015-03-26 23:27:16,2,90,0.002
"fiber",47,2010-06-26 22:27:16,5,44,0.188
"phone",78,2013-04-08 22:27:16,0,49,0.007
"landline",69,2010-12-23 23:27:16,4,91,0.017
"phone",63,2012-05-04 22:27:16,0,20,0.023
"phone",45,2013-11-13 23:27:16,1,39,0.013
"4G",65,2015-07-09 22:27:16,3,19,0.017
"4G",63,2012-08-17 22:27:16,1,97,0.013
"4G",17,2014-01-25 23:27:16,2,84,0.013
"phone",14,2015-10-02 22:27:16,1,62,0.001
"4G",28,2010-12-23 23:27:16,2,93,0.03
"fiber",2,2015-02-02 23:27:16,4,80,0.014
"phone",50,2012-07-24 22:27:16,1,20,0.043
"landline",79,2011-11-10 23:27:16,0,77,0.003
"4G",71,2015-10-25 23:27:16,0,42,0.001
"phone",29,2015-11-05 23:27:16,2,79,0.001
"phone",24,2012-05-12 22:27:16,2,51,0.027
"fiber",27,2013-04-27 22:27:16,2,70,0.028
"fiber",53,2015-01-07 23:27:16,0,33,0.007
"4G",5,2011-11-05 23:27:16,0,39,0.02
"4G",60,2015-01-26 23:27:16,1,46,0.007
"phone",20,2010-08-01 22:27:16,0,23,0.029
"phone",70,2012-07-03 22:27:16,2,56,0.023
"4G",68,2010-09-28 22:27:16,10,34,0.319
"4G",33,2011-06-02 22:27:16,6,25,0.24
"phone",76,2015-05-11 22:27:16,0,34,0.002
"4G",63,2014-06-08 22:27:16,1,44,0.013
"phone",68,2012-03-06 23:27:16,0,57,0.008
"phone",26,2011-04-12 22:27:16,2,105,0.017
"phone",64,2015-03-07 23:27:16,9,27,0.036
"landline",51,2014-10-16 22:27:16,0,28,0.003
"4G",64,2011-02-19 23:27:16,0,54,0.017
"4G",23,2013-10-12 22:27:16,3,57,0.029
"landline",63,2015-02-26 23:27:16,3,10,0.02
"landline",71,2014-12-27 23:27:16,0,69,0.001
"4G",11,2015-10-29 23:27:16,0,50,0.0
"fiber",46,2013-04-23 22:27:16,0,53,0.013
"phone",17,2011-01-15 23:27:16,3,76,0.033
"phone",8,2011-01-07 23:27:16,8,98,0.057
"4G",24,2014-12-31 23:27:16,3,60,0.012
"phone",76,2015-01-30 23:27:16,5,50,0.013
"4G",54,2013-04-20 22:27:16,1,88,0.011
"phone",54,2014-11-28 23:27:16,1,91,0.003
"phone",62,2011-04-18 22:27:16,4,21,0.14
"phone",76,2014-06-08 22:27:16,0,43,0.004
"landline",79,2013-06-12 22:27:16,0,21,0.008
"fiber",55,2015-02-28 23:27:16,2,23,0.026
"fiber",24,2012-01-17 23:27:16,2,89,0.033
"4G",51,2013-04-23 22:27:16,0,54,0.009
"landline",41,2014-06-01 22:27:16,2,79,0.004
"4G",70,2010-10-20 22:27:16,0,72,0.014
"4G",66,2010-11-03 23:27:16,0,55,0.018
"fiber",54,2014-02-14 23:27:16,8,28,0.148
"phone",69,2012-09-19 22:27:16,0,103,0.004
"4G",60,2015-02-14 23:27:16,0,83,0.002
"4G",28,2011-07-19 22:27:16,2,15,0.167
"phone",3,2011-04-29 22:27:16,0,54,0.011
"landline",76,2015-02-10 23:27:16,2,88,0.002
"phone",36,2014-09-25 22:27:16,8,26,0.053
"landline",22,2015-09-21 22:27:16,1,56,0.001
"phone",16,2013-01-26 23:27:16,1,31,0.023
"landline",21,2010-08-18 22:27:16,0,98,0.003
"fiber",14,2014-08-14 22:27:16,0,13,0.026
"phone",70,2013-12-12 23:27:16,2,98,0.008
"landline",55,2011-10-12 22:27:16,2,103,0.008
"phone",25,2012-04-25 22:27:16,0,72,0.006
"4G",64,2013-02-07 23:27:16,6,57,0.066
"phone",33,2015-08-14 22:27:16,0,41,0.001
"4G",58,2014-05-31 22:27:16,0,37,0.008
"4G",46,2015-02-09 23:27:16,0,97,0.002
"4G",63,2012-05-28 22:27:16,0,93,0.007
"phone",25,2011-06-15 22:27:16,3,58,0.039
"4G",11,2011-03-25 23:27:16,0,45,0.02
"phone",69,2015-10-17 22:27:16,0,49,0.0
"phone",26,2011-04-18 22:27:16,3,30,0.078
"landline",44,2015-07-13 22:27:16,0,96,0.0
"landline",36,2015-03-12 23:27:16,2,36,0.004
"landline",3,2015-06-15 22:27:16,1,74,0.001
"4G",1,2012-02-09 23:27:16,4,109,0.033
"phone",65,2014-10-26 23:27:16,3,10,0.057
"landline",23,2012-01-03 23:27:16,0,58,0.004
"phone",38,2012-06-25 22:27:16,0,86,0.005
"landline",70,2014-09-30 22:27:16,2,109,0.002
"4G",32,2010-10-26 22:27:16,0,80,0.012
"4G",42,2012-06-19 22:27:16,7,21,0.251
"4G",59,2012-09-30 22:27:16,0,23,0.026
"phone",55,2013-11-06 23:27:16,2,28,0.028
"phone",1,2011-07-25 22:27:16,1,39,0.028
"4G",51,2014-01-12 23:27:16,0,108,0.003
"phone",55,2013-09-03 22:27:16,1,76,0.008
"phone",29,2013-01-02 23:27:16,0,24,0.015
"phone",76,2012-04-21 22:27:16,4,87,0.026
"fiber",80,2014-04-30 22:27:16,0,76,0.005
"fiber",27,2013-04-17 22:27:16,7,106,0.051
"landline",1,2012-09-13 22:27:16,1,61,0.007
"4G",45,2010-07-28 22:27:16,3,23,0.177
"landline",37,2015-06-16 22:27:16,0,108,0.0
"4G",3,2011-09-29 22:27:16,0,87,0.009
"4G",55,2012-12-28 23:27:16,4,40,0.07
"landline",62,2015-08-30 22:27:16,4,25,0.004
"4G",68,2010-12-26 23:27:16,4,81,0.058
"fiber",65,2015-07-20 22:27:16,9,79,0.013
"4G",66,2012-08-27 22:27:16,0,21,0.03
"fiber",4,2012-08-10 22:27:16,8,50,0.152
"4G",27,2015-01-11 23:27:16,7,21,0.067
"4G",63,2014-12-31 23:27:16,1,29,0.012
"4G",40,2011-01-04 23:27:16,1,75,0.025
"phone",48,2014-09-16 22:27:16,1,48,0.007
"fiber",72,2014-04-11 22:27:16,4,82,0.026
"phone",15,2013-06-17 22:27:16,0,100,0.003
"landline",53,2014-06-15 22:27:16,0,78,0.001
"fiber",22,2013-12-30 23:27:16,0,107,0.005
"phone",16,2012-07-01 22:27:16,7,110,0.032
"4G",28,2011-10-11 22:27:16,0,51,0.016
"phone",43,2014-02-23 23:27:16,3,13,0.07
"4G",57,2014-01-26 23:27:16,5,78,0.027
"landline",22,2012-05-21 22:27:16,0,20,0.011
"4G",11,2011-06-29 22:27:16,0,78,0.011
"phone",9,2013-08-25 22:27:16,0,29,0.01
"phone",32,2015-06-26 22:27:16,0,68,0.001
"4G",14,2014-03-31 22:27:16,0,40,0.008
"4G",69,2010-10-19 22:27:16,1,84,0.023
"fiber",16,2012-08-28 22:27:16,4,37,0.112
"4G",55,2011-04-30 22:27:16,0,38,0.023
"4G",73,2011-05-31 22:27:16,2,65,0.04
"4G",65,2014-09-11 22:27:16,1,14,0.034
"phone",35,2014-03-04 23:27:16,3,70,0.013
"phone",62,2010-11-27 23:27:16,2,14,0.136
"phone",77,2015-08-18 22:27:16,0,98,0.0
"phone",72,2015-11-11 23:27:16,0,57,0.0
"4G",60,2011-05-30 22:27:16,1,109,0.016
"phone",78,2015-02-17 23:27:16,2,43,0.007
"phone",5,2013-02-06 23:27:16,0,19,0.019
"landline",60,2012-08-31 22:27:16,1,78,0.005
"landline",40,2010-07-30 22:27:16,0,66,0.005
"phone",69,2011-08-11 22:27:16,0,93,0.006
"landline",46,2010-07-07 22:27:16,5,72,0.029
"phone",13,2013-07-01 22:27:16,2,51,0.018
"phone",77,2012-11-21 23:27:16,10,95,0.045
"fiber",66,2015-10-21 22:27:16,4,62,0.003
"phone",38,2012-01-01 23:27:16,1,82,0.012
"phone",16,2015-01-13 23:27:16,0,59,0.002
"phone",19,2012-09-15 22:27:16,0,42,0.01
"landline",52,2011-03-13 23:27:16,5,31,0.058
"phone",74,2011-05-11 22:27:16,0,79,0.007
"phone",7,2012-09-24 22:27:16,1,48,0.017
"phone",37,2011-03-28 22:27:16,0,26,0.023
"landline",26,2011-11-10 23:27:16,0,13,0.02
"phone",74,2013-11-20 23:27:16,1,83,0.006
"phone",0,2013-04-06 22:27:16,0,61,0.006
"4G",51,2013-10-16 22:27:16,0,109,0.004
"4G",14,2013-03-30 23:27:16,2,52,0.03
"4G",25,2010-10-08 22:27:16,4,96,0.051
"phone",78,2012-07-26 22:27:16,3,46,0.037
"phone",44,2015-07-22 22:27:16,0,21,0.002
"phone",4,2013-05-07 22:27:16,4,107,0.015
"phone",51,2015-03-12 23:27:16,3,15,0.026
"4G",53,2011-07-07 22:27:16,1,78,0.022
"landline",24,2015-10-03 22:27:16,0,36,0.0
"4G",62,2015-02-17 23:27:16,2,50,0.009
"landline",24,2015-05-13 22:27:16,1,69,0.001
"phone",4,2012-12-24 23:27:16,2,61,0.018
"phone",8,2011-01-01 23:27:16,7,72,0.069
"phone",49,2012-05-01 22:27:16,0,71,0.006
"4G",59,2011-07-03 22:27:16,3,45,0.075
"4G",25,2013-05-07 22:27:16,1,89,0.011
"phone",63,2015-05-14 22:27:16,2,97,0.002
"4G",60,2013-11-28 23:27:16,0,17,0.023
"fiber",63,2011-07-26 22:27:16,0,13,0.085
"4G",18,2010-12-17 23:27:16,3,88,0.043
"fiber",35,2014-10-05 22:27:16,4,73,0.021
"fiber",15,2014-04-21 22:27:16,0,34,0.012
"phone",31,2012-02-21 23:27:16,5,41,0.07
"landline",33,2010-09-06 22:27:16,3,46,0.029
"landline",15,2011-07-16 22:27:16,1,23,0.024
"phone",18,2015-08-31 22:27:16,3,96,0.002
"4G",60,2012-06-17 22:27:16,0,69,0.01
"4G",37,2011-08-16 22:27:16,0,110,0.007
"fiber",76,2012-05-29 22:27:16,0,60,0.015
"landline",15,2011-04-14 22:27:16,1,53,0.011
"landline",54,2011-12-22 23:27:16,3,88,0.011
"4G",67,2015-08-29 22:27:16,0,37,0.001
"fiber",76,2011-01-31 23:27:16,1,62,0.04
"4G",49,2010-07-24 22:27:16,8,11,0.835
"landline",59,2015-04-02 22:27:16,1,34,0.003
"phone",57,2013-04-04 22:27:16,0,95,0.004
"fiber",64,2010-12-20 23:27:16,8,94,0.12
"phone",77,2015-05-04 22:27:16,1,77,0.002
"phone",32,2015-03-05 23:27:16,1,87,0.002
"fiber",63,2013-10-21 22:27:16,1,93,0.012
"phone",75,2014-12-08 23:27:16,0,75,0.002
"4G",37,2012-07-04 22:27:16,2,86,0.023
"4G",3,2014-04-13 22:27:16,0,96,0.003
"fiber",48,2015-03-28 23:27:16,3,70,0.01
"landline",39,2013-12-22 23:27:16,1,12,0.021
"phone",73,2013-03-14 23:27:16,3,15,0.093
"phone",48,2011-06-02 22:27:16,1,83,0.014
"4G",52,2011-11-04 23:27:16,7,19,0.328
"landline",16,2013-10-22 22:27:16,10,12,0.124
"landline",5,2015-09-07 22:27:16,1,96,0.0
"4G",41,2014-07-19 22:27:16,2,43,0.019
"4G",11,2012-09-06 22:27:16,8,104,0.054
"fiber",52,2010-08-17 22:27:16,4,40,0.168
"phone",79,2010-06-28 22:27:16,0,92,0.007
"landline",36,2015-10-27 23:27:16,0,76,0.0
"phone",38,2014-07-29 22:27:16,0,105,0.002
"4G",16,2013-12-10 23:27:16,0,26,0.015
"landline",8,2011-01-18 23:27:16,3,27,0.046
"phone",3,2011-09-13 22:27:16,1,47,0.023
"4G",8,2012-10-28 23:27:16,3,89,0.027
"phone",65,2010-09-12 22:27:16,0,31,0.021
"landline",33,2014-02-25 23:27:16,0,14,0.008
"fiber",64,2012-11-12 23:27:16,2,75,0.031
"landline",22,2012-09-16 22:27:16,9,85,0.024
"4G",47,2013-05-25 22:27:16,2,56,0.026
"phone",31,2011-11-25 23:27:16,1,43,0.024
"4G",65,2015-06-06 22:27:16,0,42,0.002
"fiber",72,2015-11-25 23:27:16,7,39,0.003
"fiber",27,2010-09-19 22:27:16,0,78,0.017
"4G",10,2015-12-08 23:27:16,6,39,0.001
"fiber",16,2015-07-23 22:27:16,0,20,0.005
"landline",4,2011-01-13 23:27:16,0,43,0.007
"landline",29,2015-12-02 23:27:16,3,56,0.0
"phone",28,2012-03-26 22:27:16,0,101,0.005
"4G",48,2014-05-18 22:27:16,0,18,0.017
"4G",39,2013-11-28 23:27:16,1,85,0.009
"4G",20,2012-04-02 22:27:16,4,12,0.292
"phone",60,2014-08-08 22:27:16,3,27,0.025
"phone",8,2015-03-23 23:27:16,2,66,0.004
"fiber",68,2014-01-09 23:27:16,1,88,0.011
"phone",77,2013-08-27 22:27:16,8,18,0.145
"landline",64,2011-12-13 23:27:16,7,37,0.055
"landline",63,2012-08-22 22:27:16,1,56,0.007
"4G",41,2014-06-08 22:27:16,8,105,0.025
"fiber",46,2015-08-02 22:27:16,6,27,0.024
"4G",56,2010-07-02 22:27:16,2,65,0.048
"fiber",30,2011-03-10 23:27:16,2,37,0.098
"phone",29,2015-07-17 22:27:16,5,95,0.003
"phone",0,2015-12-07 23:27:16,7,102,0.0
"phone",34,2010-06-23 22:27:16,0,34,0.02
"fiber",43,2014-12-29 23:27:16,2,10,0.073
"phone",5,2011-08-05 22:27:16,1,31,0.035
"fiber",24,2013-10-25 22:27:16,0,106,0.005
"landline",62,2014-07-04 22:27:16,0,86,0.001
"phone",16,2012-12-08 23:27:16,0,84,0.005
"4G",38,2010-07-14 22:27:16,1,105,0.02
"fiber",70,2010-07-23 22:27:16,0,82,0.017
"landline",25,2011-05-20 22:27:16,0,91,0.003
"fiber",62,2013-01-22 23:27:16,0,75,0.01
"4G",7,2010-08-18 22:27:16,2,75,0.04
"phone",50,2014-06-29 22:27:16,1,51,0.007
"4G",36,2012-08-05 22:27:16,0,103,0.006
"phone",29,2015-06-23 22:27:16,2,96,0.002
"phone",16,2014-04-13 22:27:16,5,11,0.115
"phone",60,2012-08-04 22:27:16,0,87,0.005
"4G",29,2010-11-11 23:27:16,1,69,0.028
"4G",26,2012-02-09 23:27:16,0,62,0.012
"phone",2,2014-09-04 22:27:16,0,61,0.003
"4G",65,2014-09-02 22:27:16,3,70,0.014
"phone",60,2012-10-08 22:27:16,0,98,0.004
"landline",34,2012-05-20 22:27:16,3,92,0.01
"4G",42,2013-03-23 23:27:16,1,20,0.052
"landline",6,2015-06-15 22:27:16,0,31,0.001
"phone",56,2015-08-29 22:27:16,0,104,0.0
"4G",26,2013-07-04 22:27:16,0,98,0.005
"4G",76,2010-10-16 22:27:16,0,35,0.028
"4G",51,2012-05-10 22:27:16,0,73,0.009
"phone",50,2014-03-18 23:27:16,0,28,0.008
"phone",16,2011-07-20 22:27:16,1,110,0.01
"fiber",13,2014-07-18 22:27:16,8,91,0.035
"4G",33,2011-07-27 22:27:16,0,83,0.01
"fiber",79,2013-09-09 22:27:16,2,49,0.035
"phone",41,2012-12-09 23:27:16,7,66,0.046
"landline",2,2012-05-19 22:27:16,0,95,0.002
"4G",20,2012-04-19 22:27:16,1,89,0.016
"phone",60,2015-11-19 23:27:16,1,28,0.001
"4G",51,2013-03-31 22:27:16,1,48,0.021
"4G",75,2014-03-23 23:27:16,1,66,0.01
"phone",14,2015-02-25 23:27:16,0,107,0.001
"landline",76,2012-06-19 22:27:16,5,85,0.016
"phone",63,2012-04-26 22:27:16,1,68,0.013
"landline",15,2013-06-25 22:27:16,9,102,0.015
"phone",71,2011-10-13 22:27:16,1,47,0.022
"phone",18,2011-12-11 23:27:16,0,29,0.017
"fiber",80,2015-01-18 23:27:16,1,93,0.005
"fiber",13,2014-08-31 22:27:16,3,14,0.093
"4G",74,2010-10-18 22:27:16,4,88,0.055
"landline",59,2013-09-25 22:27:16,8,50,0.025
"phone",46,2011-08-03 22:27:16,0,41,0.013
"landline",46,2013-10-15 22:27:16,0,19,0.007
"fiber",46,2012-03-30 22:27:16,0,82,0.011
"landline",68,2011-05-09 22:27:16,3,26,0.045
"landline",76,2013-09-09 22:27:16,1,51,0.006
"landline",22,2014-06-22 22:27:16,0,46,0.002
"4G",71,2010-09-10 22:27:16,2,14,0.213
"4G",20,2010-10-07 22:27:16,2,29,0.102
"phone",47,2010-11-05 23:27:16,1,37,0.035
"phone",20,2012-01-07 23:27:16,5,69,0.043
"phone",48,2014-01-20 23:27:16,4,43,0.028
"phone",7,2012-07-20 22:27:16,6,37,0.081
"4G",2,2011-01-18 23:27:16,0,104,0.009
"4G",9,2013-05-26 22:27:16,5,13,0.223
"phone",20,2013-02-07 23:27:16,6,78,0.032
"phone",26,2013-06-30 22:27:16,2,105,0.009
"4G",9,2011-05-29 22:27:16,0,52,0.017
"phone",52,2013-12-16 23:27:16,0,53,0.005
"4G",6,2015-10-04 22:27:16,1,86,0.001
"4G",10,2011-01-03 23:27:16,6,23,0.285
"fiber",5,2010-11-21 23:27:16,2,49,0.078
"fiber",31,2014-02-27 23:27:16,6,90,0.035
"landline",16,2013-01-07 23:27:16,1,38,0.01
"4G",12,2011-03-03 23:27:16,1,29,0.062
"4G",80,2013-09-17 22:27:16,0,79,0.005
"4G",29,2011-04-20 22:27:16,7,74,0.095
"fiber",67,2011-05-27 22:27:16,1,34,0.068
"4G",36,2015-05-10 22:27:16,1,43,0.005
"fiber",41,2012-03-26 22:27:16,0,87,0.011
"landline",34,2012-11-17 23:27:16,2,26,0.022
"landline",37,2011-04-22 22:27:16,0,50,0.006
"phone",16,2013-03-02 23:27:16,6,45,0.055
"landline",27,2015-08-26 22:27:16,1,58,0.001
"landline",76,2013-05-27 22:27:16,0,23,0.007
"landline",61,2014-06-14 22:27:16,0,83,0.001
"4G",54,2011-01-06 23:27:16,1,98,0.019
"4G",10,2012-10-15 22:27:16,1,83,0.014
"fiber",12,2013-06-12 22:27:16,0,33,0.019
"4G",55,2013-09-30 22:27:16,1,68,0.012
"phone",50,2015-06-16 22:27:16,2,75,0.003
"landline",47,2015-11-02 23:27:16,0,36,0.0
"4G",72,2015-08-16 22:27:16,2,24,0.008
"4G",7,2011-09-02 22:27:16,6,78,0.073
"4G",79,2010-07-31 22:27:16,3,21,0.194
"4G",37,2012-08-28 22:27:16,1,24,0.052
"fiber",18,2012-09-21 22:27:16,8,25,0.293
"landline",5,2012-03-15 23:27:16,1,81,0.006
"phone",8,2014-10-14 22:27:16,0,77,0.002
"phone",14,2015-09-20 22:27:16,0,94,0.0
"fiber",51,2013-02-22 23:27:16,4,78,0.045
"phone",29,2012-01-08 23:27:16,2,25,0.06
"fiber",63,2015-10-17 22:27:16,0,91,0.0
"4G",77,2011-10-28 22:27:16,6,55,0.099
"phone",14,2013-04-11 22:27:16,0,15,0.023
"fiber",73,2014-08-12 22:27:16,3,36,0.038
"4G",63,2015-08-03 22:27:16,1,87,0.002
"phone",44,2012-06-21 22:27:16,0,54,0.008
"fiber",2,2013-03-24 23:27:16,7,59,0.093
"fiber",3,2014-08-28 22:27:16,0,46,0.007
"fiber",2,2011-06-03 22:27:16,0,23,0.05
"4G",80,2013-11-26 23:27:16,5,68,0.034
"phone",19,2010-06-29 22:27:16,1,50,0.028
"phone",3,2010-08-05 22:27:16,1,20,0.068
"fiber",70,2010-09-13 22:27:16,0,61,0.022
"phone",6,2014-01-21 23:27:16,2,87,0.008
"4G",63,2013-02-16 23:27:16,6,52,0.072
"phone",62,2011-03-01 23:27:16,4,17,0.178
"phone",71,2013-11-17 23:27:16,0,105,0.002
"phone",51,2014-11-04 23:27:16,1,13,0.022
"4G",75,2012-03-04 23:27:16,1,20,0.072
"4G",56,2012-03-23 23:27:16,0,71,0.01
"4G",0,2011-03-19 23:27:16,0,54,0.017
"phone",57,2015-08-05 22:27:16,1,100,0.001
"fiber",12,2013-07-07 22:27:16,0,58,0.011
"4G",1,2011-04-22 22:27:16,2,19,0.139
"phone",60,2015-05-08 22:27:16,6,76,0.007
"landline",65,2015-01-22 23:27:16,2,15,0.011
"phone",21,2012-01-28 23:27:16,0,20,0.024
"4G",6,2014-05-13 22:27:16,2,82,0.011
"phone",79,2014-11-03 23:27:16,0,101,0.001
"phone",13,2012-01-31 23:27:16,0,69,0.007
"4G",60,2012-05-14 22:27:16,0,76,0.009
"4G",9,2014-03-28 23:27:16,6,93,0.024
"fiber",68,2014-11-06 23:27:16,2,66,0.013
"4G",67,2012-04-16 22:27:16,2,110,0.019
"fiber",55,2014-12-31 23:27:16,4,36,0.033
"phone",49,2015-02-07 23:27:16,0,37,0.003
"landline",9,2011-06-05 22:27:16,0,62,0.005
"landline",27,2015-03-05 23:27:16,0,16,0.003
"4G",40,2013-01-31 23:27:16,2,47,0.035
"landline",46,2015-09-07 22:27:16,1,104,0.0
"fiber",76,2014-02-06 23:27:16,0,46,0.01
"4G",49,2011-09-30 22:27:16,0,73,0.011
"fiber",6,2012-11-12 23:27:16,3,69,0.045
"phone",33,2011-03-01 23:27:16,0,49,0.012
"fiber",53,2014-07-03 22:27:16,8,91,0.036
"phone",51,2011-02-07 23:27:16,0,86,0.007
"fiber",69,2011-05-11 22:27:16,3,94,0.049
"landline",48,2013-05-10 22:27:16,9,34,0.048
"4G",8,2012-07-07 22:27:16,0,107,0.006
"4G",51,2012-06-28 22:27:16,0,38,0.017
"fiber",14,2010-06-29 22:27:16,1,24,0.115
"4G",67,2013-06-17 22:27:16,0,15,0.031
"phone",36,2011-02-10 23:27:16,0,19,0.032
"4G",55,2012-05-15 22:27:16,0,18,0.038
"4G",39,2011-03-21 23:27:16,0,76,0.012
"fiber",59,2011-07-06 22:27:16,0,103,0.011
"phone",59,2012-01-11 23:27:16,0,24,0.021
"phone",79,2012-02-15 23:27:16,0,36,0.013
"fiber",51,2012-12-22 23:27:16,0,14,0.054
"landline",10,2010-12-23 23:27:16,0,63,0.005
"4G",28,2014-03-24 23:27:16,2,82,0.012
"phone",28,2012-02-11 23:27:16,7,108,0.036
"4G",59,2012-08-07 22:27:16,0,37,0.017
"landline",52,2013-03-12 23:27:16,2,45,0.012
"landline",8,2010-12-25 23:27:16,4,37,0.042
"fiber",7,2010-08-28 22:27:16,0,38,0.035
"landline",60,2013-07-30 22:27:16,0,12,0.012
"phone",15,2013-11-06 23:27:16,1,97,0.005
"phone",28,2015-04-26 22:27:16,1,45,0.004
"phone",75,2011-10-26 22:27:16,0,19,0.027
"4G",4,2013-02-04 23:27:16,0,105,0.005
"phone",69,2013-03-04 23:27:16,0,85,0.004
"fiber",44,2011-01-11 23:27:16,0,67,0.019
"4G",70,2010-11-19 23:27:16,1,103,0.019
"phone",67,2011-01-01 23:27:16,0,12,0.052
"4G",57,2011-10-04 22:27:16,1,64,0.025
"landline",56,2014-10-23 22:27:16,0,89,0.001
"fiber",19,2012-06-16 22:27:16,1,38,0.046
"landline",64,2014-01-09 23:27:16,0,98,0.001
"phone",70,2013-03-28 23:27:16,0,93,0.004
"4G",37,2010-10-03 22:27:16,2,28,0.105
"phone",22,2012-01-10 23:27:16,3,85,0.023
"4G",18,2015-07-11 22:27:16,0,102,0.001
"phone",12,2013-11-12 23:27:16,0,72,0.004
"phone",10,2014-02-21 23:27:16,0,60,0.004
"fiber",28,2012-08-19 22:27:16,0,44,0.019
"fiber",11,2015-07-29 22:27:16,6,43,0.016
"phone",75,2014-07-31 22:27:16,2,55,0.009
"phone",43,2015-06-04 22:27:16,0,54,0.001
"4G",28,2010-09-07 22:27:16,0,71,0.014
"phone",79,2012-01-21 23:27:16,0,23,0.021
"4G",76,2013-09-01 22:27:16,0,82,0.005
"4G",19,2013-01-06 23:27:16,1,22,0.051
"phone",53,2015-06-20 22:27:16,1,80,0.002
"4G",51,2015-10-24 22:27:16,2,75,0.001
"landline",64,2011-07-24 22:27:16,1,30,0.018
"fiber",30,2013-01-16 23:27:16,0,100,0.007
"phone",6,2010-07-09 22:27:16,1,56,0.024
"4G",32,2015-08-01 22:27:16,1,47,0.003
"phone",54,2011-06-16 22:27:16,0,46,0.012
"4G",61,2010-12-13 23:27:16,2,55,0.052
"4G",58,2014-06-11 22:27:16,9,77,0.037
"phone",24,2011-11-04 23:27:16,0,31,0.017
"4G",17,2014-08-30 22:27:16,3,93,0.011
"phone",28,2013-01-26 23:27:16,1,79,0.009
"phone",66,2012-06-21 22:27:16,1,21,0.042
"4G",79,2014-09-20 22:27:16,0,63,0.004
"landline",33,2012-12-31 23:27:16,0,86,0.002
"phone",60,2013-05-29 22:27:16,0,96,0.003
"fiber",60,2011-10-12 22:27:16,6,78,0.095
"fiber",35,2014-10-07 22:27:16,2,72,0.012
"4G",38,2012-09-22 22:27:16,1,52,0.023
"phone",62,2014-01-05 23:27:16,0,23,0.011
"fiber",42,2014-12-15 23:27:16,0,108,0.002
